Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
2011-01-31,R/2011/007,peugeot,5008,SHORT CIRCUIT MAY OCCUR,Water entering the rear doors may enter the electric window motor causing the mechanism to malfunction. In the long-term  the presence of water may cause a short circuit in the motor leading to localised heating of the door panel.,Recall the vehicles that are likely to be affected to fit additional protection on the rear electric window motors.,3270,YYX,5008,VF3******9S122896,VF3******AS249490,30/07/2009,24/04/2010,Peugeot S.A.,2011-01-31,Peugeot S.A.,0.01224588516507893
2011-02-09,R/2011/098,fiat,Ducato Van,SPARE WHEEL MAY DETACH,The spare wheel located under the vehicle may become detached from the vehicle.,Recall the vehicles that are likely to be affected to replace the spare wheel lifting and securing mechanism.,8704,5564,DUCATO,ZFA25000001000371,ZFA25000001789440,01/04/2006,31/03/2010,Fiat Chrysler Automobiles,2011-02-09,Fiat Chrysler Automobiles,0.0042819305294912536
2011-02-09,R/2011/120,citroen,DS3  C3 (A51) & C3 Picasso,ENGINE MAY CUT OUT,The battery earth return cable maybe too short  which during vehicle operation may cause it to fail at its gearbox mounting point.  This could result in the engine cutting out.,Recall all affected vehicle and replace the battery earth return cable.,9175,MLY,C3 PICASSO,VF7******AA679722 ,VF7******BW563946                       ,07/01/2011,23/05/2011,Peugeot S.A.,2011-02-09,Peugeot S.A.,0.040355480935327745
2011-02-09,R/2011/120,citroen,DS3  C3 (A51) & C3 Picasso,ENGINE MAY CUT OUT,The battery earth return cable maybe too short  which during vehicle operation may cause it to fail at its gearbox mounting point.  This could result in the engine cutting out.,Recall all affected vehicle and replace the battery earth return cable.,9175,MLY,C3,VF7******AA679722 ,VF7******BW563946                          ,07/01/2011,23/05/2011,Peugeot S.A.,2011-02-09,Peugeot S.A.,0.040355480935327745
2011-02-09,R/2011/120,citroen,DS3  C3 (A51) & C3 Picasso,ENGINE MAY CUT OUT,The battery earth return cable maybe too short  which during vehicle operation may cause it to fail at its gearbox mounting point.  This could result in the engine cutting out.,Recall all affected vehicle and replace the battery earth return cable.,9175,MLY,DS3,VF7******AA679722 ,VF7******BW563946                          ,07/01/2011,23/05/2011,Peugeot S.A.,2011-02-09,Peugeot S.A.,0.040355480935327745
2011-02-15,R/2011/014,peugeot,4007,SHORT CIRCUIT MAY OCCUR,On affected vehicles  connectors intended to supply the electric front seats fitted to some versions are not used  and are located under the rear footwell carpets.  If these connectors come into contact with water of melted snow mixed with snow removal products  they may corrode over a period of time and cause localised electrical overheating.,The operation involves repositioning these electrical supply wires for the two front seats to move them higher up on the seat frame.,14,YYQ,4007,VF3******8U908381,VF3******8U911185,20/11/2007,25/01/2008,Peugeot S.A.,2011-02-15,Peugeot S.A.,0.007993678200354553
2011-02-15,R/2011/015,citroen,C-Crosser,SHORT CIRCUIT MAY OCCUR,On affected vehicles  connectors intended to supply the electric front seats fitted to some versions are not used  and are located under the rear footwell carpets.  If these connectors come into contact with water of melted snow and de-icing agents  they may corrode over a period of time and cause localised electrical overheating.,The operation involves repositioning these electrical supply wires for the two front seats to move them higher up on the seat frame.,45,MJF,C-CROSSER,VF7******8U952370,VF7******8U961253,08/06/2007,25/01/2008,Peugeot S.A.,2011-02-15,Peugeot S.A.,0.007993678200354553
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1#P56L##E001008,SB1#P56L##E001013,09/06/2003,16/06/2003,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1#J55L##E063120,SB1#J55L##E114755,26/08/2005,02/05/2008,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/006,toyota,Lexus IS 250,FUEL MAY LEAK,Due to insufficient tightening of the fuel pressure sensor connected to the engine fuel delivery pipe  there is a possibility that  over time  the pressure sensor could loosen.  If loosening occurs  fuel could leak past the gasket used in the connection between the sensor and pipe and through the threaded portion of the sensor.,Check and retighten the fuel pressure sensor to the specified torque setting  replacing the gasket if necessary.,3146,,LEXUS IS250,JTHBK262##5052957,JTHBK262##5097348,31/08/2007,03/02/2009,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1#P56L##E001018,SB1#P56L##E015584,19/09/2003,18/06/2008,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1#J56L##E012026,SB1#J56L##E117506,09/07/2003,09/07/2008,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1#J56L##E000504,SB1#J56L##E012025,23/08/2002,09/09/2003,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/006,toyota,Lexus IS 250,FUEL MAY LEAK,Due to insufficient tightening of the fuel pressure sensor connected to the engine fuel delivery pipe  there is a possibility that  over time  the pressure sensor could loosen.  If loosening occurs  fuel could leak past the gasket used in the connection between the sensor and pipe and through the threaded portion of the sensor.,Check and retighten the fuel pressure sensor to the specified torque setting  replacing the gasket if necessary.,3146,,LEXUS IS250,JTHBK262##2060448,JTHBK262##2093907,31/08/2007,03/02/2009,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-17,R/2011/005,toyota,Avensis,FUEL MAY LEAK,It is possible that during the manufacturing process the wall thickness of the high pressure supply pipe may have been reduced.  If the driving conditions of the vehicle cause fuel pressure fluctuations  this could cause cracking and result in a fuel leak.  Also  due to gasket fatigue and prolonged usage  the high pressure fuel pump check valve may be come loose and leak.,Recall all affected vehicles for the replacement of the fuel pipe and fuel pump check valve  plus gasket.,15639,,AVENSIS,SB1##BBN##E000020,SB1##BBN##E023672,10/07/2000,22/12/2002,Toyota Motor Corporation,2011-02-17,Toyota Motor Corporation,0.009004338903486328
2011-02-18,R/2011/019,volvo car,C30  S40 & V50,FIRE MAY OCCUR,Volvo quality follow-up procedures have identified an issue on a number of model year 2007 C30  S40 and V50s relating to the engine cooling fan control module.  Under certain operating conditions water intrusion could occur into the control module causing a short circuit which  in very rare instances  could result in a fire in the engine compartment.  ,To install a water shield and a cable harness with relay in order to control the engine cooling fan module power supply.,2398,R29188,S40,250037,296638,,,Volvo Group,2011-02-18,Volvo Group,0.0031584307950213164
2011-02-18,R/2010/219,jeep,Cherokee,WINDSCREEN WIPERS MAY FAIL,The windscreen wiper motor may fail without warning.  This could result in a reduction of the driver's visibility under certain operating conditions and  ultimately  cause a collision.,Recall all affected vehicles for the replacement of the wiper motor.,23,K24,CHEROKEE,,,19/05/2008,28/06/2008,Fiat Chrysler Automobiles,2011-02-18,Fiat Chrysler Automobiles,0.001235297992328153
2011-02-18,R/2011/019,volvo car,C30  S40 & V50,FIRE MAY OCCUR,Volvo quality follow-up procedures have identified an issue on a number of model year 2007 C30  S40 and V50s relating to the engine cooling fan control module.  Under certain operating conditions water intrusion could occur into the control module causing a short circuit which  in very rare instances  could result in a fire in the engine compartment.  ,To install a water shield and a cable harness with relay in order to control the engine cooling fan module power supply.,2398,R29188,V50,270042,313561,,,Volvo Group,2011-02-18,Volvo Group,0.0031584307950213164
2011-02-18,R/2011/019,volvo car,C30  S40 & V50,FIRE MAY OCCUR,Volvo quality follow-up procedures have identified an issue on a number of model year 2007 C30  S40 and V50s relating to the engine cooling fan control module.  Under certain operating conditions water intrusion could occur into the control module causing a short circuit which  in very rare instances  could result in a fire in the engine compartment.  ,To install a water shield and a cable harness with relay in order to control the engine cooling fan module power supply.,2398,R29188,C30,000073,010313,,,Volvo Group,2011-02-18,Volvo Group,0.0031584307950213164
2011-02-22,R/2011/017,peugeot,308 3008 5008 807  RCZ & Expert III,FUEL MAY LEAK,On some 2.0 l HDI vehicles  potential contact between the fuel return pipe and the diesel filter support may eventually cause the pipe to become worn through friction.,The manufacturer has requested that some protection be added to the pipe to ensure its long-term resistance to wear.,2834,YYW,5008,VF3******9P000046,VF3******AZ041774,27/10/2009,20/07/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/017,peugeot,308 3008 5008 807  RCZ & Expert III,FUEL MAY LEAK,On some 2.0 l HDI vehicles  potential contact between the fuel return pipe and the diesel filter support may eventually cause the pipe to become worn through friction.,The manufacturer has requested that some protection be added to the pipe to ensure its long-term resistance to wear.,2834,YYW,RCZ,VF3******9P000046,VF3******AZ041774,27/10/2009,20/07/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/017,peugeot,308 3008 5008 807  RCZ & Expert III,FUEL MAY LEAK,On some 2.0 l HDI vehicles  potential contact between the fuel return pipe and the diesel filter support may eventually cause the pipe to become worn through friction.,The manufacturer has requested that some protection be added to the pipe to ensure its long-term resistance to wear.,2834,YYW,308,VF3******9P000046,VF3******AZ041774,27/10/2009,20/07/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/018,citroen,C4  C4 PICASSO  C8  DISPATCH III,FUEL MAY LEAK,It is possible that the fuel return pipe may chaff on the diesel fuel filter support in the engine compartment.  This can  if not identified  result in a fuel leak.,Recall all affected vehicles for the addition of a protective sleeve to the return pipe.,33,MJM,DISPATCH III,VF7******AZ033223,VF7******AY563653,08/07/2010,13/10/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/018,citroen,C4  C4 PICASSO  C8  DISPATCH III,FUEL MAY LEAK,It is possible that the fuel return pipe may chaff on the diesel fuel filter support in the engine compartment.  This can  if not identified  result in a fuel leak.,Recall all affected vehicles for the addition of a protective sleeve to the return pipe.,33,MJM,C4,VF7******AZ033223,VF7******AY563653,08/07/2010,13/10/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/018,citroen,C4  C4 PICASSO  C8  DISPATCH III,FUEL MAY LEAK,It is possible that the fuel return pipe may chaff on the diesel fuel filter support in the engine compartment.  This can  if not identified  result in a fuel leak.,Recall all affected vehicles for the addition of a protective sleeve to the return pipe.,33,MJM,C8,VF7******AZ033223,VF7******AY563653,08/07/2010,13/10/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/017,peugeot,308 3008 5008 807  RCZ & Expert III,FUEL MAY LEAK,On some 2.0 l HDI vehicles  potential contact between the fuel return pipe and the diesel filter support may eventually cause the pipe to become worn through friction.,The manufacturer has requested that some protection be added to the pipe to ensure its long-term resistance to wear.,2834,YYW,3008,VF3******9P000046,VF3******AZ041774,27/10/2009,20/07/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/017,peugeot,308 3008 5008 807  RCZ & Expert III,FUEL MAY LEAK,On some 2.0 l HDI vehicles  potential contact between the fuel return pipe and the diesel filter support may eventually cause the pipe to become worn through friction.,The manufacturer has requested that some protection be added to the pipe to ensure its long-term resistance to wear.,2834,YYW,EXPERT,VF3******9P000046,VF3******AZ041774,27/10/2009,20/07/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-22,R/2011/018,citroen,C4  C4 PICASSO  C8  DISPATCH III,FUEL MAY LEAK,It is possible that the fuel return pipe may chaff on the diesel fuel filter support in the engine compartment.  This can  if not identified  result in a fuel leak.,Recall all affected vehicles for the addition of a protective sleeve to the return pipe.,33,MJM,C4 PICASSO,VF7******AZ033223,VF7******AY563653,08/07/2010,13/10/2010,Peugeot S.A.,2011-02-22,Peugeot S.A.,0.012523022185746267
2011-02-24,R/2011/013,ford,GRAND CMAX,SECOND ROW SEAT RECLINER LOCKING MECHANISM,Investigations have identified an issue with the second row seating recliner locking mechanism.  It is possible that the seat latch mechanism can be damaged if the seat back is repeatedly slammed into the folded position.  If significant damage has occurred there is a possibility that the seat can be forced to a reclined position without lifting the release lever.,The dealer will perform a check of the seat function and fit an additional bracket that will prevent damage occurring. ,3458,1U365,GRAND CMAX,,,01/03/2010,14/01/2011,Ford Motor Company,2011-02-24,Ford Motor Company,0.00876061832120329
2011-03-10,R/2011/135,volvo car,V70  S80  XC60  XC70,POSSIBILITY OF LOSS OF DRIVE,The auxiliary drive belt tensioner may fail. If the tensioner fails it would cause a loss of power steering assistance and possible loss of drive.,Replace the auxiliary drive belt tensioner.,9936,R29245,XC70,065139,093003,01/01/2009,31/12/2010,Volvo Group,2011-03-10,Volvo Group,0.0050194218500097445
2011-03-10,R/2011/135,volvo car,V70  S80  XC60  XC70,POSSIBILITY OF LOSS OF DRIVE,The auxiliary drive belt tensioner may fail. If the tensioner fails it would cause a loss of power steering assistance and possible loss of drive.,Replace the auxiliary drive belt tensioner.,9936,R29245,V70,106436,165545,01/01/2009,31/12/2010,Volvo Group,2011-03-10,Volvo Group,0.0050194218500097445
2011-03-10,R/2011/135,volvo car,V70  S80  XC60  XC70,POSSIBILITY OF LOSS OF DRIVE,The auxiliary drive belt tensioner may fail. If the tensioner fails it would cause a loss of power steering assistance and possible loss of drive.,Replace the auxiliary drive belt tensioner.,9936,R29245,XC60,028508,127483,01/01/2009,31/12/2010,Volvo Group,2011-03-10,Volvo Group,0.0050194218500097445
2011-03-10,R/2011/135,volvo car,V70  S80  XC60  XC70,POSSIBILITY OF LOSS OF DRIVE,The auxiliary drive belt tensioner may fail. If the tensioner fails it would cause a loss of power steering assistance and possible loss of drive.,Replace the auxiliary drive belt tensioner.,9936,R29245,S80,106231,132907,01/01/2009,31/12/2010,Volvo Group,2011-03-10,Volvo Group,0.0050194218500097445
2011-03-10,R/2011/134,maserati,Granturismo,REAR WHEELS MAY LOCK UP,internal breakage inside the gearbox may cause the rear wheels to lock up.,Replace gearbox,15,195,GRANTURISMO,ZAMHH45C000055440,ZAMHH45C000055826,27/09/2010,29/10/2011,Fiat Chrysler Automobiles,2011-03-10,Fiat Chrysler Automobiles,0.021419444310670683
2011-03-11,R/2011/124,ford,F-150 and F-250,RISK OF FIRE,It is possible that where these vehicles are operating in high road salt conditions  the fuel tank straps could fracture  due to corrosion. This could lead to the detachment of the fuel tank  resulting in the fuel tank contacting the road surface  causing a fuel leak  which could cause a risk of a vehicle fire.,Recall all affected vehicles and replace the fuel tank straps with improved salt corrosion protection straps.,967,1C402,F SERIES,,,01/09/1997,01/09/2004,Ford Motor Company,2011-03-11,Ford Motor Company,0.01542365753848517
2011-03-14,R/2011/008,honda,CR-V,DIESEL FUEL MAY LEAK FROM FUEL PUMP,Due to a production process at the seal suppliers  cracks may occur in the affected seals and could potentially lead to a diesel fuel leak.  If the seal cracks diesel may leak from the pump.  The leaking fuel could result in diesel fuel smell  also there may be some smoke or in the worst case scenario  a fire.  There have been no cases reported of cases of fire.,A recall of the affected vehicles  check the manufacturer date and serial number of the high pressure diesel pump and replace the pump if the serial number falls within the affected range.,902,2010/07,CR-V,SHSRE6**0AU012494,SHSRE6**0AU018038,11/08/2010,12/10/2010,Honda Motor Company,2011-03-14,Honda Motor Company,0.03388587862656893
2011-03-18,R/2010/225,jeep,Wrangler,BRAKES MAY FAIL,Front inner fender liners may detach or sag allowing fender liner to contact brake pipes.  Continuous fender liner contact with the brake pipes could result in a hydraulic leak and reduce brake performance.  This loss in brake performance could cause a crash without warning.,Modify and refit fender liners securing clips.  If required renew brake pipes. ,1291,K13,WRANGLER,,,,,Fiat Chrysler Automobiles,2011-03-18,Fiat Chrysler Automobiles,0.006394712791629148
2011-03-23,R/2011/031,volvo car,C30 S40 &V50,SUPPORT MEMBER MAY CRACK,It is possible that stress cracks may occur in the offside main support member within the engine bay  which could affect the vehicle structural performance if it is involved in an accident.,Recall affected vehicles for the inspection of the subject member and report findings to Volvo Car UK Ltd; who will then decide on the level of the repair.,325,,C30,237115,238215,,,Volvo Group,2011-03-23,Volvo Group,0.005044718600107578
2011-03-23,R/2011/031,volvo car,C30 S40 &V50,SUPPORT MEMBER MAY CRACK,It is possible that stress cracks may occur in the offside main support member within the engine bay  which could affect the vehicle structural performance if it is involved in an accident.,Recall affected vehicles for the inspection of the subject member and report findings to Volvo Car UK Ltd; who will then decide on the level of the repair.,325,,S40,541586,542670,,,Volvo Group,2011-03-23,Volvo Group,0.005044718600107578
2011-03-23,R/2011/031,volvo car,C30 S40 &V50,SUPPORT MEMBER MAY CRACK,It is possible that stress cracks may occur in the offside main support member within the engine bay  which could affect the vehicle structural performance if it is involved in an accident.,Recall affected vehicles for the inspection of the subject member and report findings to Volvo Car UK Ltd; who will then decide on the level of the repair.,325,,V50,617057,619500,,,Volvo Group,2011-03-23,Volvo Group,0.005044718600107578
2011-03-25,R/2011/029,citroen,C4,LOSS OF POWER,Gear selection may be affected by inaccurate software being installed.,The recalled vehicles will be subject to a software upgrade.,5,MKB,C4,VF7******AY558302,VF7******AY561998,14/09/2010,14/09/2010,Peugeot S.A.,2011-03-25,Peugeot S.A.,0.008603928597521172
2011-03-28,R/2011/023,fiat,Abarth Grande Punto  Fiat Grande Punto and Punto Evo,FIRE MAY OCCUR,The layout of the ABS wiring maybe incorrect in the area of the battery holding unit.  The wiring may on some vehicles maybe trapped and pinched  exposing wiring in some area.  this may cause damage and in extreme cases a potential risk of fire.,Repair to inspect and repair the wiring using industry accepted soldered connectors,8138,5521,PUNTO,ZFA19900000540644,ZFA19900000635228,01/07/2009,30/03/2010,Fiat Chrysler Automobiles,2011-03-28,Fiat Chrysler Automobiles,0.003037406986030071
2011-03-28,R/2011/023,fiat,Abarth Grande Punto  Fiat Grande Punto and Punto Evo,FIRE MAY OCCUR,The layout of the ABS wiring maybe incorrect in the area of the battery holding unit.  The wiring may on some vehicles maybe trapped and pinched  exposing wiring in some area.  this may cause damage and in extreme cases a potential risk of fire.,Repair to inspect and repair the wiring using industry accepted soldered connectors,8138,5521,ABARTH,ZFA19900000510151,ZFA19900000635349,01/07/2009,31/03/2010,Fiat Chrysler Automobiles,2011-03-28,Fiat Chrysler Automobiles,0.003037406986030071
2011-03-28,R/2011/023,fiat,Abarth Grande Punto  Fiat Grande Punto and Punto Evo,FIRE MAY OCCUR,The layout of the ABS wiring maybe incorrect in the area of the battery holding unit.  The wiring may on some vehicles maybe trapped and pinched  exposing wiring in some area.  this may cause damage and in extreme cases a potential risk of fire.,Repair to inspect and repair the wiring using industry accepted soldered connectors,8138,5521,PUNTO GRANDE,ZFA19900001487467,ZFA19900001624710,01/07/2009,31/03/2010,Fiat Chrysler Automobiles,2011-03-28,Fiat Chrysler Automobiles,0.003037406986030071
2011-03-28,R/2011/023,fiat,Abarth Grande Punto  Fiat Grande Punto and Punto Evo,FIRE MAY OCCUR,The layout of the ABS wiring maybe incorrect in the area of the battery holding unit.  The wiring may on some vehicles maybe trapped and pinched  exposing wiring in some area.  this may cause damage and in extreme cases a potential risk of fire.,Repair to inspect and repair the wiring using industry accepted soldered connectors,8138,5521,PUNTO GRANDE,ZFA19900001487461,ZFA19900001624852,01/07/2009,31/03/2010,Fiat Chrysler Automobiles,2011-03-28,Fiat Chrysler Automobiles,0.003037406986030071
2011-03-31,R/2011/032,citroen,C5,WINDSCREEN WIPER MOTOR MAY FAIL,On affected vehicles  an internal nonconformity in the drivers side windscreen wiper motor may lead over time to the failure of the windscreen wiper mechanism.,Replacement of drivers side windscreen wiper motor.,4271,MJK,C5,VF7******9L518753,VF7******9L541864,10/03/2009,19/06/2009,Peugeot S.A.,2011-03-31,Peugeot S.A.,0.007795838423282138
2011-04-01,R/2010/188,vauxhall,Movano B,SEAT BELT MAY NOT PERFORM CORRECTLY,It has been found that some of the front seat mounting brackets have not been correctly fitted to the seats. The front seat mountings could fail if the fitting brackets have been incorrectly fitted.  Vehicle control could be affected.,Recall the vehicles that are likely to be affected to check and where necessary fit new seat assemblies.,352,10-C-038,MOVANO,WOLMRFEAC42079154,WOLMRFECCAB002968,15/12/2009,09/07/2010,Peugeot S.A.,2011-04-01,Peugeot S.A.,0.012538025923378417
2011-04-01,R/2010/217,mazda,Mazda 5 petrol 1.8 & 2.0,ENGINE MAY STALL,It is possible that due to cleaning process of the fuel tank  water may have built up between the fuel pump and wiring harness connectors  which can cause corrosion of the connector pins.  In the extreme cases  corrosion could result in an inoperative fuel pump  which could cause the engine to stall or the inability to start. ,Recall all affected vehicles and inspect the connectors for corrosion.  If corrosion or damage is found  a short section of the wiring harness and fuel pump top section will be replaced.,1518,,5,JMZCR19**00351931,JMZCR19**00371223,29/06/2009,28/04/2010,MAZDA MOTOR CORP,2011-04-01,MAZDA MOTOR CORP,0.02558497580543094
2011-04-01,R/2010/187,vauxhall,Movano B,REAR AXLE MAY DETACH,Because of a manufacturing error the nearside rear stub axle could start to develop cracks at the inner radius which could eventually lead to failure of the stub axle and difficulty in maintaining directional control.,Recall the vehicles that are likely to be affected to replace the rear axle.,246,10-C-039,MOVANO,WOLMRFEAC42079154,WOLMRF2CCAB967598,15/12/2009,22/04/2010,Peugeot S.A.,2011-04-01,Peugeot S.A.,0.012538025923378417
2011-04-04,R/2010/232,land rover,Defender,PARKING BRAKE EFFICIENCY CAN BE AFFECTED,It is possible that the transfer box output shaft may not be to specification. This can allow oil to leak between the output shaft and the drive flange. This can result in oil entering the parking brake drum and contaminating the brake linings  which can affect the parking brake efficiency.,Recall all affected vehicles for the cleaning and resealing of the drive flange to output shaft  plus the replacement of any contaminated brake linings.,23175,P022,DEFENDER,,,05/10/2007,04/11/2010,Tata Motors,2011-04-04,Tata Motors,0.013881301185279343
2011-04-05,R/2011/056,volvo car,S60,ENGINE MAY STALL,Vehicles may have an incorrectly manufactured fuel supply line  which could lead to fuel leakage.  In worst cases the fuel line could become detached and the engine would stall without warning to the driver.,Replace fuel supply line.,1,R29218,S60,,,,,Volvo Group,2011-04-05,Volvo Group,0.009627871873949555
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCU3***BC200001,JHMCU3***BC204171,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCW3***AC200012,JHMCW3***AC200804,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCU3***9C200077,JHMCU3***9C231843,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCU3***AC200015,JHMCU3***AC201106,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCW3***9C200041,JHMCW3***9C232148,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
2011-04-07,R/2011/055,honda,ACCORD DIESEL,ENGINE MAY  FAIL,Due to an inappropriate software setting of the Engine Control Unit  the oil level in the engine may increase due to fuel dilution during the Diesel Particulate Filter (DPF) regeneration.  If the oil level increases too much it may prevent the engine from decelerating as intended  the engine may continue to run even if the ignition is switched off.  This may result in engine failure.  The driver will not have any warning of this failure.,The dealer will rewrite the engine software and replace the engine oil and engine filter.,8519,2011/03,ACCORD DIESEL,JHMCW3***BC200001,JHMCW3***BC202812,24/03/2008,20/01/2011,Honda Motor Company,2011-04-07,Honda Motor Company,0.0004279295185468607
